X;Y;Z
8.10344;4.4724;9.119947
13.773526;2.251137;8.843802
-13.664029;2.250406;8.747334
-0.374712;3.687161;8.770561
8.813047;4.194962;8.952889
8.27245;4.595166;9.124263
2.056624;5.625296;8.975998
4.194916;2.595422;8.792957
13.529179;4.191019;8.775925
5.754787;1.942311;8.799276
1.606414;2.768917;8.770736
8.497958;4.309253;9.025153
8.195166;4.848345;9.12689
6.055044;2.256728;8.802781
-1.569186;1.770237;8.752347
-15.820456;0.343071;8.73467
10.259019;3.349465;8.845584
9.926439;3.691195;8.845769
10.355344;3.657451;8.848703
-1.584477;2.014669;8.750502
0.799026;3.541416;8.773058
-16.032455;3.885254;8.786374
5.983134;4.263075;8.982183
-3.149897;2.253365;8.751991
10.75709;4.586875;8.948098
8.779108;4.250098;8.98596
-2.075103;4.934452;8.893277
10.176175;6.595449;9.138058
10.678051;3.623687;8.852168
10.497332;3.562832;8.847926
6.256274;2.722668;8.807636
10.535966;3.412541;8.846504
10.475791;3.359701;8.845091
9.075861;2.94464;8.832457
9.799781;3.329029;8.84349
-2.732751;1.618165;8.745095
6.797076;4.071156;8.810228
12.294105;5.02985;9.158258
-3.616116;2.384786;8.751959
10.88624;6.400356;8.85778
10.173709;2.899682;8.839281
-2.948887;2.51626;8.755674
10.595836;3.819346;8.848691
10.918527;3.784043;8.856269
9.008434;4.840829;9.133034
7.348845;5.615946;9.113983
-1.606792;0.858152;8.749437
6.249394;3.774828;8.810454
-1.574884;4.291407;8.871932
10.500757;3.612308;8.846918
1.169835;5.289526;9.090162
10.03334;2.987245;8.839917
5.547591;5.635253;9.100887
-11.052055;1.511955;8.771428
8.014299;3.854191;8.821324
7.556833;1.011004;8.805082
-3.860336;6.213428;9.099609
-1.244464;1.536456;8.754918
10.475489;3.30939;8.846337
4.148482;4.924335;9.098101
8.197215;5.505281;9.124186
10.95374;3.687544;8.857053
-2.311426;0.830516;8.752829
-0.63621;2.165278;8.759235
10.205473;3.846549;8.842409
9.484689;4.291766;9.01562
10.97386;3.230169;8.841486
-13.601884;4.267778;8.901563
2.715385;6.220534;9.163252
-17.830955;2.9439;8.483495
-2.227798;3.143483;8.758295
10.976856;3.129741;8.840837
11.051722;2.983238;8.8377
15.662092;1.873865;8.782969
6.307918;2.319592;8.80836
-3.470601;6.094903;9.098413
7.205266;2.666392;8.81591
-9.345551;2.941747;8.795881
3.335537;4.878647;9.091525
-11.147309;4.854217;9.057589
10.62004;3.316323;8.850603
2.020752;1.38054;8.770056
6.14417;3.671249;8.808687
9.315903;3.955214;8.832868
10.531665;2.919859;8.813286
8.077776;3.100719;8.818355
5.103598;0.456796;8.733638
9.92397;2.976221;8.83802
10.171358;3.040593;8.844427
0.762914;2.734878;8.761673
-10.223485;5.61768;8.787073
12.160391;6.526299;9.139099
16.414892;6.567482;9.174471
9.789236;3.547797;8.84492
10.948332;2.970229;8.844931
10.433731;3.46198;8.848019
-1.663489;4.339127;8.814125
1.111916;1.077235;8.759725
5.074253;1.131686;8.795287
-3.938719;1.741218;8.741963
-11.4202;1.041971;8.764815
10.415573;3.084137;8.820666
-1.524197;3.327963;8.751098
5.593561;2.281566;8.800197
-1.06801;2.546668;8.761078
-3.218984;3.960801;8.757276
-3.476932;4.584061;9.099088
-16.040182;1.441728;8.73502
-4.728214;2.636439;8.744995
2.684234;5.55198;8.976969
-2.20336;0.591587;8.749147
1.00067;3.795044;8.777227
9.764998;3.283283;8.843204
-2.535459;1.925537;8.746654
-0.975716;3.706564;8.770664
10.12702;3.192263;8.840392
-4.772345;2.89133;8.750365
10.463956;3.666636;8.847973
-4.066256;3.066685;8.753997
10.201173;3.253216;8.837112
10.779129;3.625136;8.854573
6.029671;2.139524;8.799101
-16.715135;0.500086;8.729722
10.981316;3.075614;8.840547
9.893112;3.638648;8.845833
6.34128;1.306558;8.803375
-9.750666;0.735466;8.771153
4.472935;1.143692;8.784534
7.08194;5.196451;9.102319
-2.412164;1.497693;8.745057
9.937374;3.4525;8.842854
-0.704999;1.297474;8.757796
8.225505;2.908165;8.821336
7.2337;1.104084;8.803736
1.654137;2.467418;8.774186
-1.784326;5.336143;8.80382
3.65895;2.805745;8.788901
6.831738;5.218394;8.862775
9.468512;4.746165;9.13218
10.237822;3.952768;8.847357
9.261369;4.745012;9.130328
-4.431247;4.160919;8.869668
2.843391;4.958017;9.077505
9.261172;4.692069;9.130678
10.079001;4.683276;9.138836
9.694203;4.514144;9.131114
9.399934;4.696421;9.130072
3.123818;3.037405;8.790917
9.767088;4.466836;9.131843
3.855396;3.553687;8.82873
-0.709148;4.135059;8.852738
9.700808;4.293672;9.012944
0.085078;2.80404;8.762203
-1.688473;3.67348;8.764287
16.749091;5.20241;9.161647
-3.913016;2.673218;8.74989
15.735069;5.018725;9.067245
9.974922;4.523117;9.132299
-8.456602;1.375367;8.786143
3.7914;0.451583;8.776344
9.938202;4.627164;9.133864
-4.269469;1.902418;8.740773
-0.342121;1.842404;8.760032
-7.840734;1.902251;8.801197
9.590887;4.41472;9.102573
-15.80402;1.706866;8.735326
-17.85409;3.247897;8.452923
15.448788;2.977184;8.852014
-3.630985;0.974993;8.737999
9.941232;4.484979;9.134183
3.64282;4.012455;8.833705
9.69074;4.262739;8.996803
9.342181;4.462154;9.12881
8.084733;1.102904;8.803873
-4.354467;3.093919;8.749531
9.304713;4.540266;9.131121
5.530004;5.902501;9.098228
5.499173;3.744509;8.801339
-13.872415;0.438026;8.85087
15.413051;1.303867;8.843737
11.955576;4.674295;9.152617
7.546677;3.137944;8.818725
3.543603;5.138622;9.092658
-1.116667;0.99944;8.754673
9.545531;3.522961;8.842427
9.296805;4.705961;9.134065
10.214771;4.836851;9.142074
-17.85296;1.705804;8.675499
10.359134;4.685719;9.137662
10.466229;4.795135;9.139468
6.838229;5.447759;9.021089
10.193993;4.266666;9.004103
-12.492521;2.240208;8.765
5.249088;1.211043;8.792846
-14.78173;1.644381;8.743967
10.423634;4.842343;9.140307
4.166755;4.518056;9.097091
10.222035;4.483389;9.136363
-4.155113;1.60566;8.739035
0.918627;0.520774;8.758566
10.093381;4.288547;9.015948
7.275599;2.713244;8.816682
10.158215;4.386005;9.082909
9.842868;4.09217;8.885576
10.719959;4.240759;8.949865
-4.194353;1.854321;8.738881
10.191046;4.367408;9.071126
9.983831;4.264794;8.99811
-11.831067;5.321081;9.048332
-2.455251;3.538728;8.765212
10.266416;4.331905;9.050857
10.647324;4.190036;8.949539
6.600876;3.738626;8.814588
7.070774;1.598741;8.808686
10.19388;4.43362;9.118259
7.214644;4.435618;9.095333
5.72594;3.50431;8.804676
0.707249;4.017054;8.779088
3.197253;6.096021;9.240377
10.131482;4.061364;8.871464
10.849231;4.582876;8.856472
7.153286;1.353156;8.80989
10.300551;4.184093;8.955669
-2.480015;1.375426;8.747812
10.91466;4.035095;8.854319
6.221106;0.856911;8.798465
2.148663;4.30574;8.797373
6.882363;5.998585;9.080971
10.621166;4.237717;8.981438
6.844361;1.892445;8.809209
7.602416;2.518782;8.817081
5.040041;3.82251;8.793155
10.06405;3.994716;8.844341
10.807142;3.92957;8.848187
-1.428041;0.88057;8.755797
10.784258;4.331137;8.856601
10.733661;4.27968;8.956089
15.753999;1.524125;8.827516
10.55075;4.238988;8.987178
10.29925;4.382874;9.086918
-1.662512;4.03583;8.774253
15.135211;4.695728;9.085723
16.464972;4.155587;8.967211
4.974146;2.819067;8.798921
10.754489;4.540072;8.954071
9.912315;4.199018;8.953512
7.094234;3.766576;8.815905
6.68618;3.300491;8.817128
10.825647;4.332559;8.853531
16.407912;5.820096;9.16386
1.14524;3.701082;8.777192
0.167936;2.404039;8.762934
-3.604949;2.024974;8.745814
10.747865;4.442857;8.964005
8.495724;1.410836;8.808768
16.981637;6.390674;9.177656
-1.603269;6.328323;8.952479
-4.282754;4.099424;8.817428
10.737926;4.343104;8.972304
10.754639;4.475343;8.925384
16.723246;3.684139;8.855207
0.405686;1.836848;8.761492
-2.065525;1.695713;8.748213
2.942859;2.977223;8.788081
17.560385;3.315812;8.825023
10.915605;3.939678;8.852031
10.813961;4.589582;8.855416
7.046269;1.498781;8.805904
6.651494;2.337264;8.811646
-2.141662;5.458538;8.840751
0.174818;5.194526;9.091072
-0.565107;4.269745;8.954044
10.336966;4.097058;8.894358
-1.686317;1.964114;8.750256
-6.663388;0.639648;8.725665
10.867506;4.153011;8.850542
-3.93087;4.144916;8.845038
9.389702;3.212083;8.837589
6.343469;5.617551;9.080583
8.664906;3.483056;8.832764
9.100718;3.201263;8.835078
12.477078;6.646911;9.15028
-4.813818;5.181577;9.104187
-4.028541;2.920976;8.750617
-0.980095;1.046893;8.755752
9.233591;3.254314;8.837139
8.877894;5.385431;9.136531
8.469738;3.072326;8.830063
8.790138;3.136343;8.830971
6.345932;3.031291;8.813857
17.087675;4.742805;9.170409
10.385921;5.89857;9.137487
9.028513;3.257174;8.828243
9.270829;3.254656;8.834883
1.761382;0.707377;8.761026
8.710123;3.182152;8.8335
-0.116941;4.682253;9.093909
9.080501;2.849904;8.830476
8.712996;3.922722;8.828338
8.897283;3.689092;8.834807
-15.503638;3.026839;8.741629
-2.112664;3.731745;8.765557
4.085347;6.626192;9.100765
8.873335;3.490201;8.834825
8.553345;3.475399;8.832227
5.503213;3.597958;8.810598
8.728405;3.585952;8.832086
-3.082743;1.505892;8.745993
14.823608;6.442448;9.147736
8.719765;3.030609;8.828441
5.650549;3.554679;8.806837
9.609579;3.776738;8.840271
9.012813;3.547834;8.835643
-4.735249;5.022026;9.103164
-4.860894;6.286012;9.106586
4.816032;5.197329;9.099728
7.719875;1.431902;8.811739
5.710397;4.072333;8.823896
5.973711;1.706379;8.801542
3.660794;3.526;8.788792
8.645081;3.131207;8.831422
9.231936;3.45371;8.838986
9.085028;3.646306;8.833868
6.317884;2.821101;8.81254
-0.996225;6.205745;9.088593
14.172995;2.866139;8.851782
9.634352;3.074116;8.831718
17.443134;0.54267;8.626823
-4.697257;5.793295;9.095782
5.180696;3.875183;8.794405
-17.325898;4.466368;8.894659
-2.585146;1.523213;8.746173
5.313199;5.12564;9.109964
-2.222128;1.943318;8.749524
7.081593;1.458301;8.809944
8.620778;3.677287;8.82869
8.382191;3.61884;8.828856
16.272713;5.55389;9.155092
3.317834;4.640263;9.210303
9.289136;3.617831;8.837032
8.949194;3.342167;8.831418
7.650738;4.039414;8.818115
6.231065;2.320913;8.806648
16.451664;1.598349;8.824523
1.839976;0.612949;8.761013
-1.408819;5.780432;9.08415
-6.347195;2.415734;8.738793
-15.001997;0.275932;8.739957
10.789503;5.80621;8.934839
7.194946;2.914738;8.817061
3.914508;3.659764;8.789369
9.394284;2.901068;8.82301
1.220397;5.696033;9.081987
9.560325;3.110321;8.828342
-3.968203;4.461165;9.09352
6.518163;6.605551;8.828874
-3.914203;2.721298;8.749948
-2.549107;3.183241;8.744721
-12.710321;2.139433;8.764391
16.426088;2.564255;8.830731
7.942972;3.848506;8.81903
9.882609;5.942554;9.133793
9.417165;3.16328;8.837185
-1.256602;3.695528;8.7686
8.985541;3.425514;8.834736
8.65044;3.781778;8.8324
0.994288;2.232959;8.762253
9.219509;3.750253;8.837503
-10.444334;6.142242;9.067922
7.756698;4.332521;9.022923
-9.377949;2.8978;8.796397
8.999603;3.954041;8.830396
8.989389;4.316646;9.029819
9.309976;4.346478;9.047766
9.027013;4.271106;8.995912
-2.103992;0.84341;8.753567
9.106013;3.954969;8.831609
-1.73611;4.990615;8.804108
6.791268;4.356114;8.812871
3.717813;0.493654;8.776179
8.763462;4.775529;9.131304
3.676015;0.688764;8.775539
-3.031948;6.615901;9.096407
6.899229;3.31126;8.812545
9.204489;4.220519;8.964584
1.179736;2.748863;8.767763
11.724239;4.024215;8.858276
9.461894;3.819726;8.838879
2.718999;1.562513;8.770398
8.875739;4.573473;9.129734
-1.737979;1.307703;8.752786
4.284579;0.669788;8.774211
8.42806;4.141294;8.905221
9.208451;4.121484;8.895345
7.433592;3.128482;8.813825
9.091692;4.482392;9.127459
8.321249;3.973953;8.82646
7.138097;4.597593;9.106343
9.380139;4.246692;8.97983
2.559862;5.63963;8.968518
7.158009;3.06485;8.811993
0.783484;3.084169;8.759921
5.847828;3.103988;8.798164
-0.960027;1.596869;8.755927
1.914417;1.370857;8.770732
6.177964;3.673648;8.809986
7.433322;2.567072;8.814124
-4.388122;1.294317;8.737295
5.620058;2.439463;8.800569
-14.358228;4.476761;8.725509
2.705137;6.206195;9.232917
0.725549;3.584664;8.772201
-4.442477;2.600705;8.745549
13.306523;4.405562;9.121512
9.316202;3.90642;8.836745
-0.832496;4.758627;9.09685
5.0525;2.515398;8.799637
-1.073692;6.500124;9.089665
11.369583;6.230917;9.00897
5.591316;4.078318;8.833818
10.828432;6.040123;8.855744
8.787536;3.830095;8.827644
-6.673522;1.80182;8.732684
-4.739645;3.844559;8.746167
2.281004;2.846548;8.781059
-4.499676;4.15853;8.870595
-5.741843;2.443343;8.740151
8.81617;4.33132;9.043704
-1.721925;5.488975;8.804585
9.022865;4.33365;9.0406
-2.247203;1.692947;8.747801
2.702618;5.059473;9.027713
7.58185;2.123999;8.815772
-18.165278;6.156486;8.562894
-3.030023;3.621941;8.763448
-15.422208;2.718138;8.740936
9.608381;3.825044;8.840984
-16.753766;3.216979;8.733255
-5.879675;1.386688;8.733653
-9.868557;5.621418;8.780082
16.311336;4.649507;9.162566
9.100748;4.237042;8.970883
3.147722;0.667555;8.772632
9.610647;3.855506;8.837921
9.172166;3.995624;8.833411
11.590558;2.854002;8.843412
7.743115;2.634179;8.821382
7.882827;0.829453;8.807076
-9.082706;2.855432;8.798064
-0.708914;3.118737;8.755049
8.103551;1.495828;8.816179
-17.648434;0.963315;8.714344
5.661827;0.634392;8.794065
8.02238;1.744157;8.816406
-11.154562;1.451889;8.767899
7.54313;1.471129;8.813616
7.36271;1.610819;8.810916
-6.30797;5.366173;9.104583
7.713675;0.803414;8.806995
7.882103;1.632972;8.815082
-16.163926;5.483877;8.966089
8.262082;1.249758;8.815723
7.835863;1.083526;8.810877
7.99102;1.644042;8.81437
3.638129;0.894835;8.777411
2.404115;0.633148;8.768191
-14.346335;6.090704;8.836604
7.616692;1.318983;8.809345
7.77443;2.638185;8.823455
7.983895;0.983699;8.810012
3.425656;5.38599;9.087951
5.07529;0.95954;8.792417
7.800238;1.077201;8.807972
7.734394;1.027244;8.807977
7.707834;1.578916;8.815022
8.389529;1.461355;8.812846
8.118074;3.966174;8.827068
-7.718819;1.451257;8.776632
7.59237;1.019873;8.804554
5.118633;3.575465;8.803542
14.464636;4.769613;9.164756
-1.620956;5.615179;9.03208
6.444636;2.27944;8.808545
7.339728;1.308739;8.808907
3.217051;4.136127;8.864725
8.060693;0.844638;8.807228
8.654425;6.529653;9.131852
9.877976;5.271955;9.143337
-13.707531;1.488758;8.745516
8.016359;1.138107;8.818276
9.131831;5.189135;9.135766
7.838895;1.032734;8.810049
7.364896;4.303906;9.000455
-3.258834;0.491535;8.740374
6.827151;5.864401;8.840561
15.129331;5.449458;9.114586
4.274616;4.525208;9.094949
7.755999;1.464719;8.809822
2.047643;1.626914;8.768309
-15.657535;6.107462;8.976042
8.17581;3.258843;8.81962
-6.831132;4.155807;8.876256
7.375105;5.866766;9.111561
7.300021;2.113581;8.811531
2.717078;2.424322;8.780278
0.105529;5.296164;9.091524
7.845215;1.887114;8.817702
17.607638;6.82699;8.687137
-11.303368;6.155311;9.056245
-2.321486;6.598374;9.096601
-2.339366;0.534926;8.747353
7.57602;2.432454;8.818739
15.345744;4.537293;8.861914
3.368393;2.137051;8.785333
7.397716;2.32009;8.818021
7.614906;2.330707;8.81908
8.167376;2.556505;8.825447
7.307684;1.961468;8.81192
-4.872633;3.684856;8.753152
8.159535;1.904523;8.816288
7.670517;1.878319;8.814722
7.742806;1.831772;8.815982
2.493307;2.710381;8.777841
7.592694;1.928479;8.813699
7.733319;1.933125;8.815567
7.504324;4.135293;8.888745
14.397011;5.524814;9.157752
7.22717;2.957655;8.812589
-17.239133;4.873445;8.950553
7.695177;1.941628;8.815027
-4.267293;1.857927;8.740816
-11.807245;3.535963;8.776793
7.87581;1.937515;8.814842
7.674975;2.482641;8.82079
13.644679;2.932052;8.842625
7.550459;2.221722;8.815219
-3.800515;5.430397;9.09411
-14.040065;1.877072;8.737693
7.430691;2.520754;8.814894
8.012773;1.943432;8.814945
8.951388;6.299568;9.13406
7.956469;2.544226;8.825326
-3.221661;2.149064;8.749021
-15.392218;4.573608;8.629987
6.487896;1.171662;8.808631
-4.680575;2.386702;8.742507
7.740475;2.588083;8.821476
-1.446679;3.949567;8.767701
7.958729;2.387557;8.819188
14.018165;3.102083;8.837239
-3.542106;3.166547;8.757543
2.115827;3.292122;8.771515
8.230556;2.708491;8.824214
-0.591346;5.816766;9.088212
6.376786;5.511007;8.992095
-4.901549;3.53015;8.751639
6.733707;2.040872;8.808753
7.969949;5.091134;9.124656
-6.146361;5.326362;9.054098
5.404705;1.671054;8.794271
8.158889;1.996174;8.81318
-2.778443;6.528687;9.097353
7.548589;2.029005;8.813758
5.961791;1.901829;8.800573
-12.308165;4.845451;9.033966
6.38913;1.215044;8.80794
0.913974;2.431959;8.762607
-2.413919;2.422164;8.754585
4.719153;1.043486;8.78923
1.58113;2.463122;8.772609
7.755418;5.076458;9.123035
6.553955;1.324001;8.808533
-4.564335;3.094257;8.748634
-2.282524;3.554525;8.764679
6.5974;1.177011;8.806611
-7.775557;2.815112;8.803594
7.906767;3.75151;8.820602
0.987609;4.319777;8.996713
6.474608;1.575034;8.806572
15.067274;4.851963;9.146929
6.319639;3.582823;8.810845
6.256615;1.66453;8.800385
6.548011;1.524137;8.805571
0.311548;3.360852;8.767208
8.302664;0.948509;8.813097
2.559174;5.799695;9.021398
6.130188;1.385126;8.799576
15.108157;4.741907;9.142766
-4.282705;1.399777;8.735016
-1.712843;6.196422;8.807225
6.438385;1.62126;8.803745
6.02611;1.305333;8.799163
4.781678;5.151365;9.099285
-4.688353;3.595437;8.755922
-2.177132;3.600458;8.764667
6.690157;1.291514;8.807448
6.704092;1.031149;8.803677
2.651946;2.36156;8.774938
2.859274;0.511147;8.776722
7.009505;1.550701;8.807198
7.314726;3.435305;8.798164
-3.371163;2.468391;8.752995
2.325471;4.353629;8.794894
8.328802;1.196566;8.816819
7.235493;1.052602;8.802277
12.12652;5.721596;9.154149
0.855072;3.839876;8.76403
-0.806159;2.911728;8.758709
7.039961;1.639471;8.807822
7.254257;1.408376;8.81024
-8.529611;3.935559;8.807858
6.345358;5.811536;9.065858
4.445422;3.495731;8.7922
7.142379;1.650912;8.810347
6.857402;0.831118;8.800805
15.588735;6.406937;8.884748
6.458157;3.736223;8.813788
6.403774;6.05347;8.841759
6.728054;1.281497;8.805662
7.082445;1.347726;8.807499
-3.999188;6.021296;9.099073
5.9542;2.157742;8.796972
6.701523;1.127771;8.805288
5.580555;6.488166;9.107772
-17.123695;3.455166;8.733434
3.308972;2.793135;8.788577
2.903421;6.13777;9.255918
8.505502;2.065312;8.823508
-0.545672;0.862422;8.757882
2.558408;1.183115;8.758118
7.270029;1.047872;8.800529
-0.361729;3.278826;8.757785
6.859969;1.563151;8.805251
6.181884;1.759763;8.803059
-0.680029;3.421882;8.759147
6.677652;2.539679;8.812354
-3.524056;4.630088;9.100924
-9.015424;5.651326;9.087203
6.253375;1.766702;8.803141
-4.039967;1.463519;8.737728
5.965778;1.852685;8.802951
3.417889;2.644853;8.787768
5.937095;2.504685;8.804444
6.58847;2.183801;8.806679
6.164659;2.2687;8.805791
6.2713;2.267082;8.806989
17.602338;4.679091;8.903827
-3.871213;0.809466;8.740256
5.44628;5.374613;9.106629
9.067077;5.993456;9.13422
-1.115606;5.692697;9.084916
6.361356;2.526144;8.807625
6.72532;2.287948;8.809794
6.140189;2.058018;8.800926
3.673138;0.79411;8.778743
6.540285;2.583522;8.811186
-3.204302;3.611925;8.762138
6.560112;1.98042;8.80688
13.706914;5.996209;9.152091
6.070768;1.908792;8.802178
6.55083;3.234126;8.806218
6.018155;2.357266;8.806869
6.0062;1.786195;8.802018
-0.6388;3.222702;8.759677
6.303923;2.271981;8.806613
5.903324;2.535063;8.804869
15.884156;6.491532;9.154335
-0.496439;0.46315;8.754901
9.19213;5.595169;9.131128
-3.796576;6.23929;9.100487
-3.721523;5.376049;9.09658
-0.89554;6.310296;9.088624
6.638923;1.783981;8.805745
-6.726717;6.088297;9.098902
-4.78257;4.252529;8.950341
6.377092;2.178558;8.808206
-2.705434;5.424633;9.100911
2.902002;3.927924;8.784319
6.549354;2.377694;8.808172
6.575604;2.566981;8.811792
7.047612;3.962003;8.813533
6.039267;2.663422;8.807642
15.185728;5.180139;8.87271
7.76052;3.841277;8.812194
7.051968;2.162269;8.810841
11.923224;1.665123;8.832629
6.967877;2.501512;8.812343
5.745019;3.802231;8.802596
-0.334559;1.719924;8.758275
6.817055;2.695437;8.810567
-1.033374;3.454645;8.765936
6.821339;2.592294;8.811585
7.187772;2.30847;8.810917
-15.42965;3.883055;8.780739
7.134037;1.805997;8.811005
7.094962;1.85372;8.810887
7.127032;1.906341;8.810954
6.76421;2.136596;8.809929
6.839405;2.145177;8.809257
-4.732822;5.887277;9.098994
7.190144;2.259519;8.809599
12.316465;0.773267;8.829409
2.582122;3.21044;8.783188
13.173149;2.3141;8.847656
7.043711;2.253657;8.808448
6.959299;1.893734;8.810313
16.653057;3.015438;8.842975
8.598135;1.568887;8.818075
-3.04327;1.453238;8.74349
-3.900626;0.65773;8.739764
17.066516;2.344262;8.823582
-3.473949;2.38965;8.749439
17.424062;1.954955;8.605931
-11.182436;3.012626;8.778669
-13.760686;1.843903;8.746405
15.982863;3.649049;8.85746
8.69217;1.009133;8.818399
6.941008;4.235115;8.945967
6.073317;3.660987;8.807946
-0.881296;3.007115;8.761797
8.64668;1.16683;8.817889
-0.693605;1.857602;8.758734
-2.824272;1.974579;8.75
14.447601;3.183067;8.850126
-4.079397;1.459048;8.737385
8.575048;1.265627;8.818791
7.907994;2.944534;8.825472
11.14325;0.820873;8.827237
7.121769;3.062004;8.809715
8.731644;0.915915;8.817508
7.433316;4.20419;8.935682
-1.231731;2.889792;8.75691
12.357586;4.207323;8.97752
-12.221411;2.461743;8.76969
-0.679503;4.41;9.075406
-0.852671;4.321023;9.002541
-2.537496;2.032836;8.747471
-2.302268;0.57805;8.746561
16.145083;3.309738;8.854705
13.135556;3.228985;8.853493
4.38761;3.086774;8.771917
6.711753;3.540666;8.816225
11.400574;5.984824;9.084236
9.662413;6.26994;9.134666
-13.145891;4.460227;9.02162
-0.627126;2.064856;8.756618
8.486877;2.464004;8.826489
-10.984728;4.560705;9.054704
-0.247492;4.220165;8.912372
0.559592;4.461392;9.084398
2.074715;0.925221;8.766616
15.066421;6.258654;9.140282
17.21671;0.570456;8.723213
16.528644;5.523113;9.153333
1.278159;0.481846;8.803631
5.543873;0.932148;8.798785
-3.307327;3.507973;8.764064
-17.249634;4.210646;8.92537
8.331795;2.105141;8.821663
8.448963;2.56635;8.829427
15.489887;5.492176;8.879004
-3.099863;3.663765;8.762769
8.353001;2.313711;8.82287
8.452213;2.420373;8.826893
14.673961;3.642174;8.853137
-1.224153;1.03024;8.753668
7.583814;2.983034;8.817868
-16.64986;3.290148;8.736849
-12.620393;0.74661;8.754462
14.127368;4.207106;8.969411
-8.745317;2.314646;8.795192
-4.27506;1.151161;8.742335
8.528767;2.293205;8.824785
5.382898;2.529729;8.810587
5.826881;0.792945;8.797044
10.77856;6.09067;8.874406
-16.527849;3.783133;8.73169
0.937948;3.793718;8.774209
3.500308;4.399914;9.060209
2.805423;6.618597;9.081691
-2.916204;3.479412;8.764527
3.187093;4.125155;8.857261
-3.114271;3.96325;8.758006
16.462085;4.283042;9.055119
-15.527436;2.617828;8.741895
4.426492;3.235704;8.792032
1.055567;0.634208;8.753517
-3.510024;4.411015;9.038687
-10.592484;5.231961;9.068601
-15.803396;5.441062;8.974285
4.628938;3.564418;8.80374
-11.479687;0.588111;8.757833
5.103747;1.206091;8.791797
12.22809;6.532882;9.144069
2.888905;0.863508;8.769492
7.665529;2.78637;8.818508
8.250797;3.16692;8.825992
-7.443317;6.333861;9.108117
8.006815;4.117232;8.854769
-1.246757;0.67883;8.750564
7.872544;2.993074;8.81941
7.923292;3.452047;8.824585
1.682324;2.669914;8.774822
13.284947;5.775659;9.148093
-17.85625;1.569092;8.331179
12.850759;5.909184;9.151021
7.398224;5.215309;9.119935
14.117514;2.474005;8.84657
-1.633508;5.745515;8.819076
-3.462844;3.896212;8.754241
7.275665;3.674613;8.817886
-2.02306;1.600636;8.748927
3.345879;0.98559;8.777721
0.806407;4.242822;8.916564
7.999575;4.206561;8.856564
7.778315;3.394871;8.82476
7.842531;3.697215;8.822259
-4.166314;3.014074;8.748964
13.016184;4.710651;9.153692
-13.194051;2.963264;8.751245
-4.300673;1.813201;8.738127
7.13095;2.859253;8.818196
-1.601584;5.375923;9.05433
8.29967;3.712166;8.827537
15.112332;2.559722;8.848172
7.238135;3.669912;8.816477
8.128891;3.6041;8.826629
7.323686;3.264552;8.777582
7.434083;3.174831;8.817011
-5.627455;4.19276;8.876652
8.174465;3.385207;8.823511
-1.535783;1.67153;8.748863
7.770059;6.637805;9.126605
-0.821712;3.263473;8.757022
2.503432;6.417971;9.121266
8.14268;3.25902;8.820981
7.877823;3.649257;8.824506
9.102762;6.041375;9.133663
7.564658;3.484668;8.819338
7.582366;3.637777;8.797519
-3.702867;4.150805;8.750922
-4.073548;3.172777;8.744712
6.910175;3.102458;8.80832
14.863235;2.654285;8.851393
7.383142;2.767417;8.815987
2.056967;4.608783;8.89476
7.740877;3.528989;8.821647
7.164088;2.852851;8.817408
-4.988577;5.174441;9.106405
-4.997902;3.172626;8.724277
7.380366;3.556102;8.769345
7.126961;3.716283;8.816091
-13.305234;2.107395;8.760393
-8.791145;1.606626;8.786451
-1.388458;2.335352;8.752986
6.905877;4.219303;8.92259
-2.583552;3.992297;8.761677
7.096511;4.596882;9.105565
6.883403;4.279914;8.959631
-13.52539;4.057211;8.783465
-0.080692;2.498822;8.766332
5.786617;2.888449;8.806345
7.146288;4.406921;9.07572
5.021176;4.449246;9.098122
-2.015592;3.915832;8.762724
7.292641;4.133184;8.886715
-2.146172;1.848801;8.750262
7.30187;3.928335;8.815374
7.397556;4.185008;8.921417
4.442351;3.742811;8.791742
7.190957;3.920774;8.815534
16.683108;0.892024;8.728124
7.287883;4.557556;9.115168
7.608779;4.354613;9.044631
6.575558;4.299119;8.816471
13.531507;2.994216;8.846937
-0.562505;3.124748;8.759948
7.88337;4.577962;9.121907
7.225145;4.133854;8.88666
7.520647;3.777099;8.781332
8.027055;4.360037;9.0343
7.74894;4.387112;9.071718
4.87312;2.712836;8.797531
7.462163;4.512045;9.117215
-2.169177;0.745253;8.751027
7.967861;3.958626;8.822461
7.863878;4.099336;8.803613
-4.331603;0.792376;8.737731
5.251606;5.67009;9.101488
-1.311365;6.087933;9.087351
7.800617;3.842499;8.812407
7.7928;4.284191;8.846561
13.243929;5.256078;9.158014
3.066014;3.484617;8.78774
7.669797;4.82504;9.121591
-13.988785;1.381495;8.741266
-2.598339;6.482288;9.097723
13.084757;0.959864;8.83371
13.141096;3.881723;8.850378
7.770612;4.628898;9.114193
-0.841079;1.151056;8.755611
-4.462836;3.199796;8.730797
7.396146;4.115862;8.875355
7.218138;4.168156;8.909851
-16.383998;2.979961;8.738302
7.929871;4.36294;9.001769
-0.949908;3.857663;8.767404
8.042168;3.921492;8.821066
7.365894;3.889543;8.815626
7.365399;4.375905;9.049635
7.911738;4.731758;9.122171
14.687709;2.067721;8.81348
7.468259;4.041039;8.830048
8.103129;4.208245;8.9251
7.841716;4.175144;8.859344
